SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed
"LA2";"747872900990";"Giagni LA2 Giagni, Augusta 54"" Roll Top Tub Kit White, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Millennium Brass";"Giagni, Augusta 54"" Roll Top Tub Kit White, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Millennium Brass. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA2-MB Augusta 54"" Roll Top Tub Kit White with Ball & Claw Feet, Drain and Supply Lines Support Brace and Floor Mount Faucet with Lever Handles Millennium Brass</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"0.00";"";"";"";"";"";"9999";"In Stock";"No";"LA2-MB.jpg.jpg";"200";"1"
"LA2-MB-B";"747872900952";"Giagni LA2-MB-B Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Millennium Brass";"Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Millennium Brass. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA2-MB-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines Support Brace and Floor Mount Faucet with Lever Handles Millennium Brass</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"2165,625";"";"";"";"";"";"9999";"In Stock";"No";"LA2-MB-B.jpg.jpg";"200";"1"
"LA2-ORB-B";"747872900969";"Giagni LA2-ORB-B Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Oil Rubbed Bronze";"Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Oil Rubbed Bronze. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA2-ORB-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines Support Brace and Floor Mount Faucet with Lever Handles Oil Rubbed Bronze</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"2278,125";"";"";"";"";"";"9999";"In Stock";"No";"LA2-ORB-B.jpg.jpg";"200";"1"
"LA2-PC-B";"747872900938";"Giagni LA2-PC-B Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Polished Chrome";"Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Polished Chrome. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA2-PC-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines Support Brace and Floor Mount Faucet with Lever Handles Polished Chrome</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"1828,125";"";"";"";"";"";"9999";"In Stock";"No";"LA2-PC-B.jpg.jpg";"200";"1"
"LA2-SN-B";"747872900945";"Giagni LA2-SN-B Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Satin Nickel";"Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines, Support Brace and Floor Mount Faucet with Lever Handles, Satin Nickel. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA2-SN-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines Support Brace and Floor Mount Faucet with Lever Handles Satin Nickel</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"2115";"";"";"";"";"";"9999";"In Stock";"No";"LA2-SN-B.jpg.jpg";"200";"1"
"LA3";"747872901072";"Giagni LA3 Giagni, Augusta 54"" Roll Top Tub Kit White, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Millennium Brass";"Giagni, Augusta 54"" Roll Top Tub Kit White, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Millennium Brass. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA3-MB Augusta 54"" Roll Top Tub Kit White with Ball & Claw Feet, Drain and Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles Millennium Brass</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"0.00";"";"";"";"";"";"9999";"In Stock";"No";"LA3-MB.jpg.jpg";"200";"1"
"LA3-MB-B";"747872901034";"Giagni LA3-MB-B Giagni,-B Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Millennium Brass";"Giagni, Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Millennium Brass. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA3-MB-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles Millennium Brass</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"1963,125";"";"";"";"";"";"9999";"In Stock";"No";"LA3-MB-B.jpg.jpg";"200";"1"
"LA3-ORB-B";"747872901041";"Giagni LA3-ORB-B Giagni, Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Oil Rubbed Bronze";"Giagni, Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Oil Rubbed Bronze. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA3-ORB-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles Oil Rubbed Bronze</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"2058,75";"";"";"";"";"";"9999";"In Stock";"No";"LA3-ORB-B.jpg.jpg";"200";"1"
"LA3-PC-B";"747872901010";"Giagni LA3-PC-B Giagni,  Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Polished Chrome";"Giagni, Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Polished Chrome. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA3-PC-B  Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles Polished Chrome</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"1670,625";"";"";"";"";"";"9999";"In Stock";"No";"LA3-PC-B.jpg.jpg";"200";"1"
"LA3-SN-B";"747872901027";"Giagni LA3-SN-B Giagni, Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Satin Nickel";"Giagni, Augusta 54"" Roll Top Tub Kit Bisque, with Ball & Claw Feet, Drain, Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles, Satin Nickel. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Augusta tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 54"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LA3-SN-B Augusta 54"" Roll Top Tub Kit Bisque with Ball & Claw Feet, Drain and Supply Lines and Deck Mount Faucet with Hand Shower and Lever Handles Satin Nickel</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 12- 1/5""</li></ul>";"1918,125";"";"";"";"";"";"9999";"In Stock";"No";"LA3-SN-B.jpg.jpg";"200";"1"
"LB1";"747872901164";"Giagni LB1 Giagni, Brighton 60"" White Roll Top Tub with Cannonball Feet, Drain, and Wall Mount Faucet with Hand Shower and Lever Handles, Millennium Brass";"Giagni, Brighton 60"" White Roll Top Tub with Cannonball Feet, Drain, and Wall Mount Faucet with Hand Shower and Lever Handles, Millennium Brass. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Brighton tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 60"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LB1-MB Brighton 60"" White Roll Top Tub with Cannonball Feet with Drain and Wall Mount Faucet with Hand Shower and Lever Handles Millennium Brass</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 11-4/5""</li></ul>";"0.00";"";"";"";"";"";"9999";"In Stock";"No";"LB1-MB.jpg.jpg";"200";"1"
"LB1-MB-B";"747872901126";"Giagni LB1-MB-B Giagni, Brighton 60"" Bisque Roll Top Tub with Cannonball Feet, Drain, and Wall Mount Faucet with Hand Shower and Lever Handles, Millennium Brass";"Giagni, Brighton 60"" Bisque Roll Top Tub with Cannonball Feet, Drain, and Wall Mount Faucet with Hand Shower and Lever Handles, Millennium Brass. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Brighton tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 60"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LB1-MB-B Brighton 60"" Bisque Roll Top Tub with Cannonball Feet with Drain and Wall Mount Faucet with Hand Shower and Lever Handles Millennium Brass</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 11-4/5""</li></ul>";"1946,25";"";"";"";"";"";"9999";"In Stock";"No";"LB1-MB-B.jpg.jpg";"200";"1"
"LB1-ORB-B";"747872901133";"Giagni LB1-ORB-B Giagni, Brighton 60"" Bisque Roll Top Tub with Cannonball Feet, Drain, and Wall Mount Faucet with Hand Shower and Lever Handles, Oil Rubbed Bronze";"Giagni, Brighton 60"" Bisque Roll Top Tub with Cannonball Feet, Drain, and Wall Mount Faucet with Hand Shower and Lever Handles, Oil Rubbed Bronze. High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges<BR> Capture the elegance of the past and create the bath you've always dreamed of with this timeless classic from Giagni.  The Brighton tub pairs vintage design with durable lightweight acrylic to make the perfect innovative centerpiece for any Victorian styled bathroom.  The high-gloss, stain resistant acrylic will provide years of satisfaction while the stone resin composite used between the two layers of acrylic ensure rigidity and superior heat retention for the ultimate bathing experience.  Measuring 60"" in length, this tub allows you to create an Old World style even where space is limited.  <br><ul><li>LB1-ORB-B Brighton 60"" Bisque Roll Top Tub with Cannonball Feet with Drain and Wall Mount Faucet with Hand Shower and Lever Handles Oil Rubbed Bronze</li><li>24-70</li><li>High gloss, stain resistant acrylic and maintenance free ceramic disc cartridges</li><li>Structural composite used between acrylic provides strength, rigidity and superior heat retention</li><li>Water Depth 11-4/5""</li></ul>";"2030,625";"";"";"";"";"";"9999";"In Stock";"No";"LB1-ORB-B.jpg.jpg";"200";"1"
