Title,att,Model,SKU,UPC,Color,MSRP,Item Width,Item Height,Item Length,Item Weight,Description,Image URL,Spec URL,Image 2 URL,Image 3 URL,Image 4 URL,Image 5 URL
ALFI AB5123 32 Inch Short Wall Double Bowl Fireclay Farmhouse Kitchen Sink with 1 3/4 Inch Lip,Kitchen Sinks ,AB5123,AB5123-B,628586238886,Biscuit,1145,17.75,8.5,29.75,67,ALFI brand fireclay farm sinks are a throwback to a simpler time. Designed to offer the traditional popular look of an apron farm sink with a contemporary twist. Made of the highest quality solid fireclay to insure it not only looks great but also lasts for a very long time.<br />Bottom Width:30 1/2 Top Width 31 3/4 . This sink tapers from top to bottom by 5/8<br />  3 1/2 Rear Center drain.<br />Thickness: 3/4<br />  1 3/4 Lip surrounding the top edge on all 3 sides. <br />Bowl Dimensions   14 3/4 x 16 1/4 x 7 1/4<br />Now you can enjoy the benefits of a double bowl sink and still be able to store large pans completely in the sink with out the handle stick way out. <br />Each bowl is equal in size.,http://alfitrade.com/alfibrand/AB5123a.jpg,http://alfitrade.com/alfibrand/images/AB512_d.gif,http://alfitrade.com/alfibrand/images/AB5123b.jpg,http://alfitrade.com/alfibrand/images/AB5123c.jpg,http://alfitrade.com/alfibrand/images/AB5123d.jpg,
ALFI AB538 32 Inch Smooth Double Bowl Fireclay Farmhouse Kitchen Sink,Kitchen Sinks ,AB538,AB538-W,628586238893,White,1250,19.875,10,32.75,103,ALFI brand fireclay farm sinks are a throwback to a simpler time. Designed to offer the traditional popular look of an apron farm sink with a contemporary twist. Made of the highest quality solid fireclay to insure it not only looks great but also lasts for a very long time.<br />Bottom Width:32 1/2 Top Width 32 3/4 . This sink tapers from top to bottom by 1/8<br />  3 1/2 Rear Center drain.<br />Thickness: 3/4<br />Completely smooth apron all around.<br />Bowl Dimensions   15 1/8 x 18 1/8 x 9 1/8<br /><br />,http://alfitrade.com/alfibrand/AB538a.jpg,http://alfitrade.com/alfibrand/images/AB538_d.gif,http://alfitrade.com/alfibrand/images/AB538b.jpg,http://alfitrade.com/alfibrand/images/AB538c.jpg,http://alfitrade.com/alfibrand/images/AB538d.jpg,
ALFI AB538 32 Inch Smooth Double Bowl Fireclay Farmhouse Kitchen Sink,Kitchen Sinks ,AB538,AB538-B,628586238909,Biscuit,1350,19.875,10,32.75,103,ALFI brand fireclay farm sinks are a throwback to a simpler time. Designed to offer the traditional popular look of an apron farm sink with a contemporary twist. Made of the highest quality solid fireclay to insure it not only looks great but also lasts for a very long time.<br />Bottom Width:32 1/2 Top Width 32 3/4 . This sink tapers from top to bottom by 1/8<br />  3 1/2 Rear Center drain.<br />Thickness: 3/4<br />Completely smooth apron all around.<br />Bowl Dimensions   15 1/8 x 18 1/8 x 9 1/8<br /><br />,http://alfitrade.com/alfibrand/AB538a.jpg,http://alfitrade.com/alfibrand/images/AB538_d.gif,http://alfitrade.com/alfibrand/images/AB538b.jpg,http://alfitrade.com/alfibrand/images/AB538c.jpg,http://alfitrade.com/alfibrand/images/AB538d.jpg,
ALFI AB102 Small Porcelain Wall Mount Basin,Bathroom Sinks ,AB102,AB102,628586238916,White,240,10.125,5.5,16.25,10,A simple small porcelain wall mounted bathroom sink is sometimes harder to find than you might think. This model has been selling very well due to its small size and convenient shape. Perfect for those small bathrooms or powder rooms.<br />Small ceramic wall mounted bathroom basin / sink. A simple yet elegant design never goes out of style. <br />1 3/4 Center drain.<br />Inner Dimensions   12 1/2 x 7 7/8 x 4 1/2<br />No Overflow<br /><br /><br />,http://alfitrade.com/alfibrand/AB102.jpg,http://alfitrade.com/alfibrandimages//AB102_d.gif,http://alfitrade.com/alfibrand/images/AB102b.jpg,http://alfitrade.com/alfibrand/images/AB102c.jpg,http://alfitrade.com/alfibrand/images/AB102d.jpg,
ALFI AB103 Small Porcelain Wall Mount Basin ,Bathroom Sinks ,AB103,AB103,628586238923,White,240,8,5.5,17.5,10,A simple small porcelain wall mounted bathroom sink is sometimes harder to find than you might think. This model has been selling very well due to its small size and convenient shape. Perfect for those small bathrooms or powder rooms.<br />Small ceramic wall mounted bathroom basin / sink. A simple yet elegant design never goes out of style. <br />1 3/4 Center drain.<br />Inner Dimensions   10 1/4 x 6 x 6<br />No Overflow<br /><br /><br />,http://alfitrade.com/alfibrand/AB103.jpg,http://alfitrade.com/alfibrand/images/AB103_d.gif,http://alfitrade.com/alfibrand/images/AB103b.jpg,http://alfitrade.com/alfibrand/images/AB103c.jpg,http://alfitrade.com/alfibrand/images/AB103d.jpg,
ALFI AB104 Corner Porcelain Wall Mount Basin,Bathroom Sinks ,AB104,AB104,628586238930,White,285,15.25,6.25,15.25,10,A simple small porcelain wall mounted bathroom sink is sometimes harder to find than you might think. This model has been selling very well due to its small size and convenient shape. Perfect for those small bathrooms or powder rooms.<br />Small ceramic wall mounted bathroom basin / sink. A simple yet elegant design never goes out of style. <br />1 3/4 Center drain.<br />Inner Dimensions   12 1/2 dia. x 4 3/4<br />No Overflow<br /><br /><br />,http://alfitrade.com/alfibrand/AB104.jpg,http://alfitrade.com/alfibrand/images/AB104_d.gif,http://alfitrade.com/alfibrand/images/AB104b.jpg,http://alfitrade.com/alfibrand/images/AB104c.jpg,http://alfitrade.com/alfibrand/images/AB104d.jpg,
ALFI AB106 Small Porcelain Wall Mount Basin with Overflow,Bathroom Sinks ,AB106,AB106,628586238947,White,270,17.25,7.75,13.5,10,A simple small porcelain wall mounted bathroom sink is sometimes harder to find than you might think. This model has been selling very well due to its small size and convenient shape. Perfect for those small bathrooms or powder rooms.<br />Small ceramic wall mounted bathroom basin / sink. A simple yet elegant design never goes out of style. <br />1 3/4 Center drain.<br />Inner Dimensions   15 1/4 x 9 x 5<br />With Overflow<br /><br /><br />,http://alfitrade.com/alfibrand/AB106.jpg,http://alfitrade.com/alfibrand/images/AB106_d.gif,http://alfitrade.com/alfibrand/images/AB106b.jpg,http://alfitrade.com/alfibrand/images/AB106c.jpg,http://alfitrade.com/alfibrand/images/AB106d.jpg,
ALFI AB2023 Solid Stainless Steel Pull Out Single Hole Kitchen Faucet,Kitchen Faucets,AB2023,AB2023,628586238954,Brushed Nickel,420,,10.25,,6.8,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Features a pull out spray head with shower spray mode. <br />One handed control valve. Pull to the right to control pressure, push front and back for water temperature. Indicated by a small
blue and red dot. <br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.<br />",http://alfitrade.com/alfibrand/images/AB2023.jpg,http://alfitrade.com/alfibrand/images/AB2023_d.gif,,,,
ALFI AB2025 Solid Stainless Steel Pull Out Single Hole Kitchen Faucet,Kitchen Faucets,AB2025,AB2025,628586238961,Brushed Nickel,370,,6.5,,5.8,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Pull out faucet head. Water continues to flow regularly.<br />One handed control valve. Pull up to control pressure, push left and right for water temperature. Indicated by a small
blue and red dot. <br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.<br />",http://alfitrade.com/alfibrand/images/AB2025.jpg,http://alfitrade.com/alfibrand/images/AB2025_d.gif,,,,
ALFI AB2028 Solid Stainless Steel Single Hold Pull Down Kitchen Faucet,Kitchen Faucets,AB2028,AB2028,628586238978,Brushed Nickel,370,,16.875,,6.6,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Features a pull down spray head.<br />One handed control valve. Pull to the right to control pressure, push front and back for water temperature. Indicated by a small
blue and red dot. <br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.<br />",http://alfitrade.com/alfibrand/images/AB2028.jpg,http://alfitrade.com/alfibrand/images/AB2028_d.gif,http://alfitrade.com/alfibrand/images/AB2028b.jpg,http://alfitrade.com/alfibrand/images/AB2028c.jpg,,
ALFI AB2034 Solid Stainless Steel Pull Down Single Hole Kitchen Faucet,Kitchen Faucets,AB2034,AB2034,628586238985,Brushed Nickel,420,,17.125,,6.8,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Features a pull down spray head with shower spray mode.<br />One handed control valve. Pull to the right to control pressure, push front and back for water temperature. Indicated by a small
blue and red dot. <br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.<br />",http://alfitrade.com/alfibrand/images/AB2034.jpg,http://alfitrade.com/alfibrand/images/AB2034_b.gif,http://alfitrade.com/alfibrand/images/AB2034b.jpg,http://alfitrade.com/alfibrand/images/AB2034c.jpg,http://alfitrade.com/alfibrand/images/AB2034d.jpg,
ALFI AB2038 Solid Stainless Steel Retractable Single Hole Kitchen Faucet ,Kitchen Faucets,AB2038,AB2038,628586238992,Brushed Nickel,350,,12.125,,5.2,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Fully retractable design allows you to fold and tuck your faucet back when not in use.<br />Cool new design makes this faucet look like a pot filler. In fact it is a fully functioning kitchen faucet with hot and cold water all
controlled by a single lever. <br />One handed control valve. Pull to the right to control pressure, push front and back for water temperature. Indicated by a small
blue and red dot. <br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.",http://alfitrade.com/alfibrand/images/AB2038.jpg,http://alfitrade.com/alfibrand/images/AB2038_d.gif,http://alfitrade.com/alfibrand/images/AB2038b.jpg,http://alfitrade.com/alfibrand/images/AB2038e.jpg,http://alfitrade.com/alfibrand/images/AB2038_d2.gif,
ALFI AB2039 Solid Stainless Steel Commercial Spring Kitchen Faucet ,Kitchen Faucets,AB2039,AB2039,628586239005,Brushed Nickel,460,,24.25,,9,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Commercial style kitchen faucet with spring and arm to hold the head which can be pulled down to wash large areas.<br />One handed control valve. Pull to the right to control pressure, push front and back for water temperature. Indicated by a small
blue and red dot. <br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.<br />",http://alfitrade.com/alfibrand/images/AB2039.jpg,http://alfitrade.com/alfibrand/images/AB2039_d.gif,http://alfitrade.com/alfibrand/images/AB5004b.jpg,,,
ALFI AB5004 Solid Stainless Steel Modern Soap Dispenser,Default,AB5004,AB5004,628586239029,Brushed Nickel,55,,2.5,,0.8,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />The best soap dispenser you will ever own. Solid construction with a simple and convenient design makes this dispenser a hit.<br />Refillable from the top. This soap dispenser can be refilled with soap quick and easy by simply lifting the top part of to pour the
soap in. So you never need to access the bottle from underneath. <br />SOLID STAINLESS STEEL soap dispenser made of the highest quality material, designed to last.<br />As this soap dispenser is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Bottle capacity 12 fl oz.<br /><br />",http://alfitrade.com/alfibrand/images/AB5004.jpg,http://alfitrade.com/alfibrand/images/AB5004_d.gif,http://alfitrade.com/alfibrand/images/AB5004c.jpg,http://alfitrade.com/alfibrand/images/AB5004e.jpg,,
ALFI AB2040 Solid Stainless Steel Kitchen Faucet with Built in Water Dispenser,Default,AB2040,AB2040,628586239012,Brushed Nickel,420,,6.875,,7,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Features a built in water dispesner, this fancy faucet has two handles and two spouts built into one, designed to save you countertop space.<br />SOLID STAINLESS STEEL faucet made of the highest quality material, designed to last.<br />As this faucet is made of pure stainless steel inside and out it comes in only one finish which looks just like brushed nickel
also known as a stainless steel finish. <br />Cartridge Type: KEROX K35A 35mm<br />Compliant with the new lead free legislation AB1953 effective in CA & VT.<br /><br />",http://alfitrade.com/alfibrand/images/AB2040.jpg,http://alfitrade.com/alfibrand/images/AB2040_d.gif,,,,
ALFI AB5008 Solid Stainless Steel Drinking Water Dispenser,Default,AB5008,AB5008,628586239036,Brushed Nickel,150,,11.875,,2,"LEON kitchen faucets by ALFI brand are made of solid stainless steel, unlike traditional faucets which are made out of brass and treated to created different finishes. These faucets are built tough and made to last for decades, both durability and looks.<br />Large goose neck apout style water dispenser with large convenient handle.<br />SOLID STAINLESS STEEL water dispenser made of the highest quality material, designed to last.<br />Water purification system sold separately.<br />Designed to match any of the LEON series faucets by ALFI brand.<br /><br /><br />",http://alfitrade.com/alfibrand/images/AB5008.jpg,http://alfitrade.com/alfibrand/images/AB5008_d.gif,,,,
ALFI LED5001 8 Inch Square Multi Color LED Rain Shower Head,"Showerheads, Arms and Flangers",LED5001,LED5001,628586614703,Chrome,170,8,0.5,8,3,"Turn on the fun in your shower just by turning on the water, the LED lights will automatically light up and set the mood. They will even change colors automatically based on the water temperature. All this with no batteries, everything is self-powered by a built in dynamo that takes advantage of the water pressure to create the energy to light the bulbs. <br />No Batteries! This high tech rain shower head powers the LED lights using a built in hidden dynamo. The lights will automatically turn on when water pressure is turned on. The lights will dim and brighten when you lower and raise the pressure. So you can set the perfect mood, water & light. <br />Auto Temperature Detected Light Color Change! The shower head will automatically change colors according to the temperature of the water. So you always know how the water will feel on your skin just by looking at it.
- When water temperature is below 113'F lights glow BLUE.
- When water temperature is between 114'F - 121'F lights glow RED.
- When water temperature is over 122'F lights flash RED.<br />Never be scalded again by entering a shower that is just too hot!<br />Standard size. Replace your old shower head with this exciting new product. The threading is universal so it will fit any standard shower head by simply unscrewing the old one by hand and attaching the new one. A shower arm is not included. This head can be used with either wall or cieling mounter arm.<br />Modern Stylish Design. Completely polished chrome made to match or stand out from your other bathroom fixtures.<br />High Quality. This modern shower head is made out of brass, not plastic, so its made to last, not just to look good.
<br />",http://alfitrade.com/alfibrand/images/LED5001.jpg,,http://alfitrade.com/alfibrand/images/LED5001b.jpg,http://alfitrade.com/alfibrand/images/LED5001c.jpg,http://alfitrade.com/alfibrand/images/LED5001d.jpg,
ALFI LED5002 8 Inch Round Multi Color LED Rain Shower Head,"Showerheads, Arms and Flangers",LED5002,LED5002,628586614710,Chrome,170,8,0.333333333,8,2,"Turn on the fun in your shower just by turning on the water, the LED lights will automatically light up and set the mood. They will even change colors automatically based on the water temperature. All this with no batteries, everything is self-powered by a built in dynamo that takes advantage of the water pressure to create the energy to light the bulbs. <br />No Batteries! This high tech rain shower head powers the LED lights using a built in hidden dynamo. The lights will automatically turn on when water pressure is turned on. The lights will dim and brighten when you lower and raise the pressure. So you can set the perfect mood, water & light. <br />Auto Temperature Detected Light Color Change! The shower head will automatically change colors according to the temperature of the water. So you always know how the water will feel on your skin just by looking at it.
- When water temperature is below 113'F lights glow BLUE.
- When water temperature is between 114'F - 121'F lights glow RED.
- When water temperature is over 122'F lights flash RED.<br />Never be scalded again by entering a shower that is just too hot!<br />Standard size. Replace your old shower head with this exciting new product. The threading is universal so it will fit any standard shower head by simply unscrewing the old one by hand and attaching the new one. A shower arm is not included. This head can be used with either wall or cieling mounter arm.<br />Modern Stylish Design. Completely polished chrome made to match or stand out from your other bathroom fixtures.<br />High Quality. This modern shower head is made out of brass, not plastic, so its made to last, not just to look good.
<br />",http://alfitrade.com/alfibrand/images/LED5002.jpg,,http://alfitrade.com/alfibrand/images/LED5002b.jpg,http://alfitrade.com/alfibrand/images/LED5002c.jpg,http://alfitrade.com/alfibrand/images/LED5002d.jpg,http://alfitrade.com/alfibrand/images/LED5002e.jpg
ALFI LED5005 10 Inch Square Multi Color LED Rain Shower Head ,"Showerheads, Arms and Flangers",LED5005,LED5005,628586614727,Chrome,250,10,0.333333333,10,4,"Turn on the fun in your shower just by turning on the water, the LED lights will automatically light up and set the mood. They will even change colors automatically based on the water temperature. All this with no batteries, everything is self-powered by a built in dynamo that takes advantage of the water pressure to create the energy to light the bulbs. <br />No Batteries! This high tech rain shower head powers the LED lights using a built in hidden dynamo. The lights will automatically turn on when water pressure is turned on. The lights will dim and brighten when you lower and raise the pressure. So you can set the perfect mood, water & light. <br />Auto Temperature Detected Light Color Change! The shower head will automatically change colors according to the temperature of the water. So you always know how the water will feel on your skin just by looking at it.
- When water temperature is below 113'F lights glow BLUE.
- When water temperature is between 114'F - 121'F lights glow RED.
- When water temperature is over 122'F lights flash RED.<br />Never be scalded again by entering a shower that is just too hot!<br />Standard size. Replace your old shower head with this exciting new product. The threading is universal so it will fit any standard shower head by simply unscrewing the old one by hand and attaching the new one. A shower arm is not included. This head can be used with either wall or cieling mounter arm.<br />Modern Stylish Design. Completely polished chrome made to match or stand out from your other bathroom fixtures.<br />High Quality. This modern shower head is made out of brass, not plastic, so its made to last, not just to look good.
<br />",http://alfitrade.com/alfibrand/images/LED5005.jpg,,http://alfitrade.com/alfibrand/images/LED5005b.jpg,http://alfitrade.com/alfibrand/images/LED5005c.jpg,http://alfitrade.com/alfibrand/images/LED5005d.jpg,http://alfitrade.com/alfibrand/images/LED5005e.jpg
